text,label
this time naata vittu odurathu uruthinu nenaikiraen.,1
namma malar teacherukkagavum selavaragavan ukkagavume nambi padam paakalam !!!,0
Dai intha teaser Ku dislike panna avala paithikaranungada,1
Hoo hoooo .... majha agayaaaa dill irnda yarawad koda release pannangda papoon ...,1
endha padam release agala anaa kandipa hit,0
Poda punda part 1 Kum ithukum Enada sambantam,1
Ngk Oda kapaan teaser nalla iruku,0
"டேய் கருமம் அது என்னடா மேக் அப் அது 🤣🤣🤣, ஜெயலலிதா மாறி பண்ண சொன்னா சும்பி போன சன்னி லியோன் மாறி பண்ணி வெச்சிருக்கீங்களேடா",1
THALA na summa va THALA da,0
Music Is Biggest Plus ! Vijay Anna Theriiiiiiiiiiiiii Masssssssss ! Marana Waiting To see in big screen,0
"ஆசானின் பதிவுகள் அருமை, காத்திருக்கிறேன் முழு நிலவுக்கு...",0
Graphics sari illa nu solrathukune oru gang suthum parunga,0
Intha naatla onu onu ovoru paithyam.. Avanuku intha naatu melayea paithyam,0
Innum naraya naraya naraya naraya thadava pakkanum,0
Paaahhhh Yuvan BGM than trailer la theeikuthu nu soldravanga like podunga evlo per nu paapom,0
Thaa eduthu vainga da adutha national award ah,0
Ajith sir kilavan ninaikkavanga like pannunga,0
Vikramuku Indha padam hit kodukum accept pannuravunga like pannunga,0
இதிலிருந்து தெரிவது அனைத்து இன மக்களும் என்ன மனநிலையில் இருக்கின்றனர் என்பது தெரிகிறது இனியாவது நாடக கூட்டம் திருந்த வேண்டும் படம் வெற்றி பெற வாழ்த்துக்கள் தமிழக ரெட்டியார்களின் சார்பாக,0
Ennathaan vayasaanalum thalaivar style um(2:07) nakkal um(2:14) korayave karaiyaadhu....,0
Marana mass intha Diwali entha padam vanthalum Naan kaithi ku than poven,1
Intha war a paaka theater kku  kandippaa poiyaaganum,0
Hit like for Rajnikanth sir and Akshay Kumar.. ek like to bnta h,0
Sir Intha padam release pannunga yaaru yenna pannuranga nu pakkalam 🤙🤙🤙,0
Semma masss...ithuvaikkum annnane ippadi paathathe illa,0
Teasar mokkaya irukku apo padam nalla irukkom.,0
சிலை கடத்தல் சம்மந்தமான படம் என்று வந்து ஏமாந்தவர்கள் ஒரு like போடுங்கப்பா,0
சின்ன தல சிம்பு +மக்கள் செல்வன் விஜய் சேதுபதி = MASS.  அருண்விஜய் +அரவிந்த் சுவாமி = Rocks            Blockbuster on the way,0
Mattu Kariyo(peruma)🤣🤣🤣🤣. Maatu sanathula thandae vanga poringa. #kuruma gang. #pa ranjith.,1
Endiyur vanniyar Sangam sarbaga vaalthukkal..........,0
கமண்ட்ல பேச துப்பு இல்ல தனியா வீடியோ போட்டு கதறுறாங்க,0
24மனைத் தெலுங்கு செட்டியார்கள் சார்பாக திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்,0
"Vera level str,vj sp,as,av,&mr,well arr bgm sir",0
Thalaiavar mass pannirukaru polaye Vijay sethupathy ah sonna 🤣🤣,0
Lokesh kanagaraj fans hit like atlee fans comment,1
மனித சமுகம் சார்பாக இப்படம் வெற்றி பெற வாழ்த்துகள்.... மனித நேயம் உள்ள அனைவரும் ஒரே சமுகம் தான்... மனித சமுகம்.... அனைவரும் சமம்...,0
இத்தனை ஜாதி இருக்க!!! தமிழ் நாட்டுல.இதுல இருக்க ஒவ்வொரு ஜாதியும் ஒரே இனம் தான் தமிழினம். உயர்ந்த ஜாதி தாழ்ந்த ஜாதினு  பேசாம மனுசனா பாருங்க. இந்த படம் எந்த கருத்தை சொல்ல வருதோ???,0
Mass Ajith Anna    luv u,0
Vera level love ya enaku romba pudichu iruku ethana thadava venalum pakkalam friends,0
ஏன்டா கேனப்பயலே 96 இசையமைப்பாளர  ஆண்மையில்லாதவனு சொன்னியே இப்போ நீதான் பொண்டுகன் .....,1
பொள்ளாச்சில புனித காதலா?? மண்ணும் பொண்ணும் டயாலாக் ல பொள்ளாச்சில ஒரு புவும் புளத்த முடில ...மானங்கெட்ட மாங்கா மட. பு பசங்களா....,1
kola pasila irukan kollama vidamatan thalaivaaa,1
Suma theriii baby va va suma va bhairva....,0
Next bigil movie  Ku waiting pantravanga,0
Petta baraak  frame by frame sedhukki vachirukanga,0
Versatile suriya fans like here,0
Suriya is always big acting man,0
Yaarukellam Kabali and Kaala pudikkum...,0
Intha Porampokku Ajith Real ah Oru AK47 parthiruppana Ivanuku ithellam Romba over ah illaya Poddapayaluku,1
நாடக காதல் கும்பலுக்கு சரியான செருப்படி....வெற்றி பெற வாழ்த்துக்கள்......,0
I love and like this my thala nkp mass tailor pothuva solluran enakku aijth ennavea pedikkum ethula sollava venum,0
waiting vadachennai 2 ku next project start pannunga romba aaval la irukku,0
"அகரம் ஒன்று போதும், அகிலமே உன்னைப்பார்த்து பெருமை பட.  எங்கள் நடிப்பின் நாயகனே, என்றும் மறையா சூரியனே..  உன்னை மறைக்கும் மேகங்கள் எல்லாம் மழையாய் பொழியும்,    உன் தோளுக்கு மாலையாய் பொழியும்........",0
H vinoth mass  1.sathuranga vettai 2.theeran  3.narkonda paarvai,0
Bigil la Vida kaithi trailer maranam,1
Like ah potu video paatha like podu,0
Vera level yuvan BGM thala mass,0
1 crore va thalaiva va thalaiva varlam varlam va (bairava),0
thala pola varuma ..thala taakar doi .. sethangada Ella actressu,1
எங்களுக்கு மண்ணும் பொண்ணும் முக்கியம்... நம் குல பெண்களை காக்க தாய் திரௌபதி மீண்டும் அவதாரம் எடுத்து வந்தது போல் உணர்கிறேன்... என்றும் யாதவ கண்ணன் குலம் துணை நிற்கும்...  சிறப்பான சிகரம் தொட தமிழ்நாடு யாதவர் பேரவை சார்பாக வாழ்த்துக்கள்...,0
நெல்லை  மாவட்டம்  மறவர்  சமுதாயம்  சார்பாக  வெற்றி பெற  வாழ்த்துகள்,0
Action king Arjun fans like here,0
எங்க (தல ஃபேன்ஸ்) விஸ்வாசத்தை நாங்கள் காட்டுவோம் வாழ்த்துக்கள் சூர்யா&டீம்,0
Vera level. Marana waiting I love suriya. Natippin nayagan.,0
marana mass vivegam thala thala than..,0
Ilayaraja matum beethovan symphony a apadiye use panalam,1
pakka thanea pora enga thalaivar ta mass a. (vera leval thalaiva),0
Dislike panatha vanthen. Trailer pakum pothu ajith kadina  ulaipu therinchithu so like paniten. Vijay fan ah irunthum enaku pudichiruku,0
As str av vs all semma masss vera level  iam waiting,0
Yenna ba ithu Sakthiman graphics mari iruku,1
singam vetta aarambichu da...mass,0
Sila yechai director ku yella thel kottuna Mara erukum. Avanuka Donna jathi veri illa ethuve enthamara sonna avangalku vairu yerithu...,1
Kollywood - we don't copy Bollywood. AMITABH Bachhan -,0
Saami intha padam releasku munnadi enna Anga koopdathe appram santhosama sethu poren,1
Ithu Mariye Kathaiku Mukkiyam Kuduthu Periya Heros Nadicha Cinema ku nallathu,0
படம் ஒரு மைல் கல் ஆக தமிழ் சினிமாவில் வர வாழ்த்துக்கள்.நாயுடு மற்றும் நாயக்கர்கள் சமூகம் சார்பாக வாழ்த்துக்கள்,0
Vijay anna....ungala eppo pongalla paal apisegam panna pora I am waiting,0
Tamilargala Hindu ille appadi solli Cristhuva mathaku maathra gubal Sadi veriyan appadi title kudukura gubal yellame 1nnu dha that's DMK DK NAAM TAMILAR VCK GUMBALS,1
"Saavratha irunthalum sanda potu saavanum sir, bayanthu kalla vilunthu saava koodathu...",1
"நாட்டுக்கோட்டை நகரத்தார் சமூகம் சார்பாக இந்த படம் வெற்றி பெற வாழ்த்துகள் , அண்ணா ,",0
அவனுக்கு இந்த நாட்டு மேலயே பைத்தியம் ... நம்ம ஆட்சி வரும்ல தம்பி வரும் பார் அப்படியே அண்ணன் செந்தமிழன் சீமான் அவர்களை பிரதிபலிப்பு,0
"Forgot about Rajinikanth, just look at Simran",0
"Prabhas, Saaho... Movie kku, Bathila Indha Padam Panni irukkalaam... Super ah, irukkum...",0
உனக்கு வந்தா இரத்தம் எனக்கு வந்தா தக்காலி சட்னியா   பொங்கடா,1
என்ன டா பண்ணி வச்சு இருக்கீங்க / வேற லெவல்,0
August 8 marana waiting thala,0
இது விவாதமாக மாற வேண்டுமென்று படமெடுத்த மோகன் அவர்கள் பங்கேற்ற விவாத  மேடையின் லிங்க் இத்துடன் இணைக்கப்பட்டுள்ளது....,0
இந்த காலகட்டத்தில் தமிழ் சமுகத்துக்கு மிகவும் தேவையான படம்,0
Mekkal selvan all the best,0
Actually idhu selva sir oda mindla romba naaalah irukumnu ninanikire.. Adhan romba puyalah vandhruku...,0
வீர பறையர்கள் சார்பாக படம் வெற்றியடைய வாழ்த்துகள்,0
"80's, 90's la patha super star",0
All the best Ilaya Super Star Dhanushkraja From Rebel Star Prabhas Lovers,0
Dai.. Mohan.. Ithellam.. Oru. Polapa.. Da.. 2 jathium.. Adichukitu.. Saganum.. Athula.. Nee.. Kaasu.. Paarkanum.... Intha.. Polapuku.. Nalla.. Vanthu.. Oompu.. Da.. Manangetta.. Punda...,1
Jeyikuromo illa thokuromo modhalla sanda seiyanum..,1
A R Rahman + Shankar,0
Anbuvin sombuvey..ryt ilavarasan case la maangaiku sammandham illanu solla varreega,0
Indha padam odathuda.. .diwalikku enna family audience kku pudikramathri padam edungada....,1
Trending number 1 in Malaysia,0
marana mass surya annakola mass surya anna,0
Enga veedla 5 perukku ticket book panniyachi.... Marupadiyum viswasam moments,0
Thalaivaa neenga greatu poonga Pongalukku paakka Thane pora,0
நான் வெளி நாட்டில் பணி புரிகிறேன் படத்தை வெளி நாட்டிலும் இயக்க வேண்டும்,0
நாம் தமிழர் பங்காளிகளுக்கு மட்டும் கொஞ்சம் ஸ்பெசல் கொண்டாட்டம்,0
kettaaaa palakkam enkitta irku!!!!!!! =antha modulation la dialogue solla numuna Adhu Vijay Anna mattum dhan.   ## theri bairavaa,0
என்னுடைய பிரண்டு தான் இதே மாதிரிதான் சிரிச்சிட்டு இருப்பான் எந்த நேரத்தில்  சிரி கொன்னே தெரியாது,0
Mohan sir next film ku nanga solrom kathai,0
Viswasam likes aa pathu payainthu vainthavainga yar yar like pothathu.....,1
#Bgm ketta #nerkonda #paarvai #bgm maari iruku🤔🤔🤔🤫🤫🤫🤫🤫🤫🤫🤫🤫,1
1:38  #VijaySethupathi Anna on fire looks...,0
Hey  idhu 96 u yara yemathringa'vera lvl,0
திரௌபதி திரை படத்தை தடை செய்ய கோரி திமுகவின் தாய் கழகம் திக மனு.......இவர்கள் கட்சியில் இருப்பவர்கள் வீட்டில் பெண்கள் இல்லையா??பெண்களை பெற்ற திமுக திகவினர் சற்று சிந்தியுங்கள் உங்கள்  பெண்களின் பாதுகாப்பை பற்றி..,0
Teaser LA yaru name um podala,0
பீனிக்ஸ் பறவை மாதிரி எரிக்க எரிக்க எழுந்து வா #தல,0
Enna pa  bat man ah,1
"Great colorful, picture, video and superstar treat .....",0
eppo varumennu sollu..... we are waiting,0
என்ன டா we will rock you music copy பண்ணி வச்சு இருக்கீங்க,1
Naa thalapathy fan but ennakku FIRST THALA ya pudikkaadhu MARUPPADI avar nalla manasa paathean APURAM AVARDHAAN IPPA ENOODA FAN..,0
Manju warrier Vadachennai Andriya vuku duff kodupanga pola,0
semaaaaaaaaaaaaaaaaaaaa !!!!!!!!!!   thalaiva iam waiting,0
Teaser maasu maranum.. Athukku avantha poranthu varanum,0
Good,0
Simbu nayainthara fans like it,0
Sk Vera level arjun speech masses,0
Mass pa STR VERA LEVAL LA IRUKKAR,0
இது அவர்களின் முதல் சிலையை விட மோசமாக இருக்கு..,1
Hii I'm pannai setti Paiyanuga sorbaga Valthukkal,0
Just amazing thalaivaaaaaaaaaa  ARR sir u r that Best  ( BGM ),0
Vera level thalaivaaa... trailer pathu padatha theatre la pakka anga vittutingaa,1
Keel jaadhi mel jaadhi fight asusual,0
Thalaiva u nailed it ... Waiting for fdfs... Nadippin nayakan Suriya,0
Aiyoooooo thalaiva semm maaass thalaiva un kook semma unakku eedea yaarum illa thalivaa,0
FDFS porom summa therikka vidrom NGK... NGK... NGK...,0
ஆடா கேடு கேட்டவனுங்களா trailerர போடுங்கடனா மொத்த படத்தையுமே போட்டுருக்குகிறீங்க   படத்தோட கதைய மொத்தமா சொல்லிட்டிங்க,1
Oh keka beka short film dhana.. Andha shortfilm paiyanae nalla panniruparu... Idha vida,1
wommaleyy Gotha Udambalam. Pull. Arikuthu,0
Podu podu podu pottu taakku  Kandippa movie uthikkum,0
Treat gonna be to HIP HOP luvers......lub u lotzzzzz ADHI,0
Dhanush Anna ninka Vera lvl . 🤙,0
Yenga Thala ya Aamai nu sonna yellarukum Nandri.... Slow and steady wins the race.. ithu onne pothum unga yellaarukum puriyavaika.... appadi puriyalana Muyal - Aamai kadhaiya ketu therinjikonga Nanbargaley.....,0
Thala fans oru million like Pannunga,0
Superb teaser... Malayalees like adi,0
Yellaa konjam kalam tha raja,1
120 பேர் ஒரே ஊருல போய் படம் பார்த்தோம்,0
Tharrrruuuu maaaarrrrruuuuu luv  u thalaivaaaaaaa....,0
Just 1k likes left for 500k likes...make it simple suriya fans,0
enna SIMBA correct ah kannu simititaaru pola,0
Then Kekka Bekka Kekka Bekka shortfilm...Now Naan sirithaal Big Film... Congrats Team,0
"Yaarukellam krish, Mugamudi, Dhoom 2 movies neyabagam varuthu",1
Nan hero kaga padam pakaraven illa kathai kaga pakaraven.. Athu Puthusa irukanum.,1
KAADHAL MANNAN ENGAL ANNAN THALA AJITHKUMAR,0
திரைப்படம் வெற்றி பெற வாழ்த்துகிறோம்  தர்மபுரி இளைனர் அணி,0
Copy from keka beka short flim,1
இந்த படம் மாவீரன் யுவராஜ் கவுண்டர் வாழ்க்கை மாதிரி இந்த டிரைலர் உள்ளது  படம் வெற்றி பெற கொங்கு வெள்ளாள கவுண்டர் சார்பாக மனமார்ந்த வாழ்த்துக்கள்,0
"Deiiiiiii... Ennada panni vachirukkinga, kangana ranavat ku set ye agalayea da... Ada paavingala, nithya menon ku kooda konjam set aagume... Padam eduthu adi vanga poringa nu mattum theriyuthu...",1
எங்களுக்கு மண்ணு பொண்ணு ரென்டுமே முக்கியம் இதுல யாரு கைய வெச்சாலும் வெட்டுவோம்  இப்படிக்கு அசுரன் என்கிற திரெளபதி,0
பழகினால் பாசம்  பகைத்தால் நாசம்  இவன் வன்னிய குல வம்சம்..  நாடக காதலை கருவருப்போம்..,0
deivmay ungluku cmdy vrathu so try pnathngh mokkya iruku .  mathapdi actn lve lm ok .,1
Tamil nadu karanukku kasu  illa lyca srilankan adutha padam,0
இப்போ பாருங்களேன்   இங்க ஒவ்வொருவருக்கும் விதமான பைத்தியம் அவனுக்கு பொண்ணுங்க மேல பைத்தியம்னு எவனாவது Meme போட்டுருப்பான்,1
Sivakarthikeyan orae naal la ivulo million views varaee va,0
#Bairavaa.........! Sema Teaser..........! Yaarra Yaarra Yaarra Ivan Oora Keta Theriyum.....! Paarra Paarra Munna Ninnu Paarra Puriyum......! Varrlam Varralam Va Bhairavaaaaaa......!,0
Apdi ellam nadakaathu.nadakavum koodathu...mass thala...justice for victims,0
Simbu naa  vanthutingala verithanama Ella herovukkum tough kodunga,0
Yaaru da engala kutta nu sonnathu.......A master piece... Hit like if are naddipin nayagans fan.....,1
Keep commenting make it 50k,0
O**a Vera level la eruku...........Surya Anna getup....aioo...maranam masss.... 2019 to all ellame enumel Surya Anna tha.......aioo,0
Semma da dai 90 kids and 96 rajini entry chance ah ella bangam,1
தமிழகம் மற்றுமல்லாமல் தேசம் முழுதும் உள்ள  பெண்ணை பெற்ற மற்றும் உடன் பிறந்த சகோதரர்களின் கெளரவம் காக்க இப்படம் சமர்ப்பணம்.    இங்கனம்:- கம்மவார் நாயுடு நண்பர்கள். மாவீரன்.கட்டபொம்மன் நாயக்கர் இளைஞர் பெருமன்றம்.,0
Pool maari irruku padam omna dhan podhu,1
Padam pathutu trailer pakravanga like panunga...,0
othaaaaa maranama daaa yeppaaaaaaa veraaaa level yaaaa #Namma_diwali_kaithii,1
Super neraya getup iruku Surya Anna mass,0
superstar kadasiya hit padam ethu beta solu,0
Enna pa title ithu. Kaappan kaakka matan nu,1
WHO IS BEST ACTRESS ??  1. KANJANA 2. ALIA BHATT,0
Last dialogue Semma ya   Indha maari Ethana actor idhuvaraikum sollirukaanga   Indha nalla manasukkaga dhaan Thala un rasigana irukken,0
90S KIDS fav da .. nodadigal 1 part.. bgm super,0
Short flim ha full movie eduthurukanga,0
Semma thala  thala veriyargal hit likes,0
கடலூர் மாவட்டம் வன்னியர்  சமுகம் சார்பாக திரௌபதி காவியம் வெற்றி பெற வாழ்த்துக்கள் ஓம் நமசிவாய,0
தனது பெண்ணின் ஆசைக்காக வேறு சாதி ஆண் ஏற்று திருமணத்திற்கு சம்மதம் தெரிவித்து பெண்ணின் அப்பா.  திருமணத்திற்கு முன் அனைத்து சொத்துக்களையும் கோயிலுக்கு எழுதி வைத்த தந்தை..  கல்யாணமே வேணாம் என்று ஓடிய நாடக காதலன்..  #திரௌபதி #திரௌபதி_ட்ரைலர் #திரௌபதிமிரட்டுவாள்,0
Ennada action scenelaam vachirukeenga? Thala fan enakke porukala da,0
Last linea... Keattavathu thirunthungada rendu fansum {vj v/s thala},1
funny.... More copy cats,0
முக்குலத்தோர் சார்பாக படம் வெற்றிபெர வாழ்த்துக்கள்... பாசக்கார புதுக்கோட்டை காரணாக..,0
Mohon oru aramba puli ine neraiya director varuvanga unmaiya sola,0
i am waiting Thalaivaaaaa...... :-* ;-),0
"நான் அரசியலுக்கு வருவது உருதி, டேய் இது 96 யார ஏமாத்துாிங்க, மரண பங்கம்,",1
10+ times pathavangalam like podu,0
Sema mass thala neenga eppavum nalla irukanum god bless you thala,0
Feeling like watching iru mugan 2,0
விருதுநகர் மாவட்ட நாடார்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,0
இது படம் குரல் கொடுப்பதை விட்டு விட்டு கடைசி விவசாயி படத்திற்குப் போய் குரல் கொடுங்கள் உண்மையான தமிழன்,0
Ithu maathiri padangal niraiya varanum sir,0
Nerkonda Paarvai is sure mega blockbuster hit!!!,0
He looks like a Rock,0
"Edhirpaakave illa ella comments mae positive reviews, Na epayum caste, kadavul ellathukum opposite dha, but ivlo naal avanuga padama edukumpodhu avanugaluku puriyadha vali ipo avaingaluku puriyum, inimelachu apdi edukama irupanuganu ninaikiren  But niraya per kola panniruvenu comments potrukinga avangalum manusandhayya uyir poradha avlo chinna visiyam illa pirichi viduvomnu mattum sabadham potukangaiyya ...",0
surya tha massss...... nadippin nayakan fans in ap rockzzzz,0
Ennada panni vachirukeenga enga amma ah,1
அருமை. வீரமோடு புறப்பட்டு  வருகிறாள்  மாயகண்ணனின்  தங்கை திரௌபதி!. படம் வெற்றி அடைய  இந்த கோனாரின் வாழ்த்துக்களையும் ஏற்று கொள்ளுங்கள்.,0
இந்த தறித்ரம் புடிச்சவன கதாநாயகனா நடிக்க வச்சதுக்கு....வேற யாரவெணும்னாலும் நடிக்க வச்சுருக்கலாம். மூஞ்சில ஒரு நடிப்பும் வரல,1
superb Superb superb thala i am your big fan from Myanmar,0
enapa yogi babu vechu thalapathy kalaikaringala ....that pokiri speech pesuna same harsh words...*aiii silence*,0
Nearing 11.7M views n 500K likes next stop 600K likes,0
"நான் யாருங்கறத, எப்பவுமே நான் முடிவு பண்றதில்லை. என் எதிர்ல நிக்கிறவங்கதான் முடிவு பண்ணுவாங்க. அவங்களுக்கு நான் நண்பனா, இல்லை எதிரியான்னு.... Thala maranam.masss, waiting for AUG 24",0
Viswasam varum Vera level la parunga,0
Sundar C : Film flopped Hip Hop : Hahaha Sundar C :,1
Aishwarya speaking srilankan tamil i guess 🤔,0
Serving soon....🤭 unga soon idhu thana..,1
24 hrs la 400k likes varum nenejeravanga like pannunga,0
அந்த சாதி...இந்த சாதி என்ற பாகுபாடு இல்லாமல் எல்லா தமிழின இளம்பெண்களுக்கும் விழிப்புணர்வை ஏற்படுத்துவாள் திரெளபதி. .. வெற்றிபெற வாழ்த்துக்கள்.,0
Vetrimaran sir Madurai (DT) Chennai (DT) ippa nellai (DT) ka,0
very nice movie kb lelizz hogi you tub me,0
Inimae ajith fans evanadhu.... Copy adikuradha pathi pesuvenga... Anyway.. movie hit aaga vazhthukkal,1
Oruthar mela neega viswasam kaaturathuku kaga ...innorutharai yaan asingam paduthuringa... Padam vetri pera #suriya Anna rasigar kal sarbaha valthukal...,0
"I Watch this teaser= 1000 times more,Surya Annan Veriyan.solli kammikanumnu sollula ,keela oruthar cmnt la 700 times views nu  TN fans ala break panna mudiuma nu kettaaru..athaan intha cmnt ah potten..",0
இந்த ஆண்டின் சிறந்த நகைச்சுவையான படம் இது தான்...  Bro high quality la ellam padam edukuranga evan inna நாடகம் எடுத்து வச்சி இருக்க   நாடக காதலைப் போல நாடகம்.   வாய்ப்பில்லை ராஜா.....,0
vanthutaaru da.... !!! paar...engal NGK... avaru thaanda masss!!!,0
இந்த திரைப்படம் வெற்றி அடைய தளபதியின் தம்பி சார்பாக வாழ்த்துக்கள்,0
Wow semma Vijay sethupathi Anna again police ah parkka porem,0
போராட்டம் போராட்டம் னா நாடு சுடுகாடு ஆயிரும்,1
Late aanaalum nalla varanom .vandaaa mudichidanom,0
thala always mass n class .... tharu maaru ....,0
Ha ha ha ha ha ha...,0
Arruvam maari irundha sathyama kandaai duva,0
இந்த படத்தின் நடிகை ஜெயங்கொண்டம் (எ) ஜெயங்கொண்ட சோழபுரம் ஊரை சார்ந்தவர். படம் வெற்றி பெற வாழ்த்துகள்... மாவீரன் அவர்களின் புகழ் போற்றி போற்றி.....,0
Rajni is looking younger among everyone...,0
oh phone volume kamiya Dan irka ...,1
தரமான சம்பவம் .. மோகன் அண்ணா. ... எதிர்பார்த்ததை விட ..  செமயா இருக்கு. ...,0
Suriya anna vere level U1 bgm mass,0
Evalo support pannuna apram yavanalaum thaduka mudiyathu endha movie ah...,0
Sam cs sir ru koola mass su,0
"Yenga Da All the best from Vj , Ajith, Sika,vjs fans  nu like Pichai yedukura kootatha kaanom🤣🤣",1
Kola kandula iruken' Vera level dialogue thalaivaaaaaa,0
உங்கள் வம்சத்தின் காடுவெட்டி மாவீரன் குரு அவர்களின் வாழ்க்கை வரலாறு படம் எடுக்க வேண்டி கேட்டு கொள்கிறேன்...  மாவீரன் மீது மதிப்பு வைத்து உள்ள முத்திரையர்.....வம்சம்,0
ரஜினி அறிவிச்சது 2017ல  டா பு**ட  அதும் 1996ல அவரு அரசியலுக்கு வரேன்னு சொல்லவும் இல்லை எதாவது பேசி படத்தை ஓட்டிரலாம் பாத்தது தப்பு இல்லை  ரஜினிய பேசின பாத்தியா இனி ஊ**ப ஊற்றுவாய்ங்க உன் படத்தை,1
Surya Harris jayaraj kv ananad combo...!,0
தல நீங்க ஸ்கீரீன் ல வந்தாலே மாஸ் தான்... இப்போ இந்த சாங்ல செம கெத்து சார்.. nobody can beat u.. always rocks..,0
"TO HATERS sathyama solren, adichu underwearoda oda vituruven, maanam pona thirumba varadhu paathuko",1
Vazhthukkal NKP by Makkal selvan  Resikan,0
Sariyana movie ethu single boys like here,0
Pakathana pora intha kaalioda atatha... Petta parak....,1
சாட்டை படத்த அடுத்த சாட்டைனு எடுத்து ஜாதி பேர சொல்லி ஒலிச்சது போதாதுனு நாடோடிகள் படத்துக்கு இருக்க நல்ல பேரையும் ஏன்டா ஜாதி மயிருனு கெடுக்கற  சமூத்திரகனி  நல்ல கதை இருந்தா படம் எடு இல்லனா தயவு செஞ்சி எடுக்காத ....,1
Visvasam ninacha tha konjam paavam ah iruku🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣rajini always rock.....,0
Kola mass thaliva.... Dhanush veriyanaga kathu kondirukkeran...,1
Osm,0
Thala mass     Eva enna venalum sollatum     Engaluku bayam illa,0
Na intha movie pakkurathukkana orey karanam one & only #MakkalSelvan Mattum tha love you Sethu Anna,0
ippo trailer parkura angaali pangaali ellaam oru attadance pottudu ponga,0
Opening dialogue is semma Oru vela double actinga,0
Nee vaa Thalaiva Inna adichukka aalu illa  I am rajinified u r back Thalaiva,0
I believe kangana going to blast this,0
வன்னியர் குல சத்ரியன் தெய்வம் திரௌபதி,0
Thala....... Stop fans fight...... Sollama sollitinga Anna......,0
Dhanush paiyanukkaga poradra padama irukkum nu nenaikran,1
"எல்லோரும் சமம்......சாதி வெறிக்கும்,  சமத்துவத்திற்கும் வித்தியாசம் உள்ளது. இதை உணர்த்துவதற்கு சென்னை பெரு வெள்ளம் தான் வரனுமா...?",0
Jeeva Anna ungaluku kandipa intha padam oru come back movie ah irukum,0
One solliten vijay sethupathi dummy agunigha avaultha,1
Mohan Anna Eppavum unga kuda nanga irukkom{ Eppadinkku> Vanniyar SonthanaL},0
#vantha  rajavaathan varuven   #str,0
Nammala naamey rewind pani pakramari iruku trailerey ipdna padam veralevel  hiphop music tharam,0
Mass da maniratham Sir vera level,0
Yarra neengalam enga irundu da vareenga puthusu puthusa....,1
"Dislikes pottuvanga confirm thala, thalapathy fans dhan erupanga.",1
Kekka Bekka short film ah semaya irukum Inda movie epadi irukumo,0
Oruthar maela viswasata kamika innoruta asinga padata kudadhu sema dialogue 🤘,0
Oru trailer vittu thamilakathula Evvalavu jaathi veriyarkal irukankannu comment boxla therinjikkalam,0
Suma verithanmaa wait pantravingaa like it'll,0
Indha month le waro paarungo ngk  film,0
இங்க வந்து ஏண்டா எங்க தலைமகன் அஜூத் த ட்ரோல் பண்றீங்க..பாவம்டா அவரு....  அவர் அதான் ஒதுங்கீட்டாரு,1
tamil cinema la ipdi oru padam vandhu rombva naal achu da saaami summa aracha mavaa arachini copy pani padam edukranunga,1
Vjs fans hit likes,0
Ethir patha alavukku Illa.  Ennum ethir pathen. But trailer LA kattama movie LA kattalam,1
Hindu Vera Saiva Mudaliyar sarvaka valthukal,0
Comment pakka vandhavanga like podunga friends,0
Adichi underwearla oda vittuduven = for Simon,1
Pppppaaa apdi iruku semma  ethana time tha pakarathu..eagerly waiting,0
கொங்கு நாடு வேட்டுவ கவுண்டர் சார்பாக வதுக்கிறோம்,0
a good teaser  vani bojan fans like here,0
Marana waiting for NKP.....   Lub u thalaaaaaaaaaaaa,0
"Ivaru vasool mannanaaa???,, mokka teaser",1
Innum intdha maathiri film ellam eppedi da nambi edukkuringa kaithi/asuran/psycho nu tamil cinima nalla poittu irukku idhukulla comedy pannitu irukanunha innum,1
SEMA AADHI NA🤟  Podra Podra 90kids kae Perumai  Epic,0
Waiting for 2 million likes varum solravaga thala fans hit like button,0
Ulitemate star Thala Ajith Kumar valga,0
"தமிழக சத்திரியர் வம்சத்தின் சார்பாகவும், ஒரு பெண் குழந்தையின் தந்தையாகயும்... இப்படத்தினை வரவேற்கிறேன்..",0
Grrrr tuuuu kevalama irukidu inda dopu,1
Sirius Kerala fans like here,0
Ayyo Ivana Aha vanthautaya miskin vanthautaya,1
Patti thotti engum pattaya kelapa pogudhu,0
Appo King getup Kaatuvasi getup llam enga,0
0:51 & 1:01 This walk is made my day,0
ஊராளி கவுண்டர் சார்பில் படம் வெற்றி பெற வாழ்த்துக்கள்     இவன்   மணப்பாறை ஊராளி கவுண்டர் சங்கம்,0
"Thalaivar oda verithanamana Fan da nanu, Enake antha scene ah pakum bothu siripa adaka mudiyala da",0
பங்கம் டா டேய் வேற லெவல் கிளைமாக்ஸ் மாஸ் என்று சொல்றவங்க லைக் போடுங்க,0
"Vera level, Suriya firism, semma treat",0
unlike pannava ava amma ellam item tha,1
Vera level thalaiva Marana mass trailer,0
Entha Padam Peie padama illa sports padama.........,0
Ajith sir in veru patta nadipu.vera leval,0
LA LA LA LA LA SURVIVA,0
இந்த படைப்பு எந்த தடையும் இன்றி வெளியாக வேண்டும்,0
Kadaisiya antha comali Rajini nu solliteengale,1
